Movie_id,Budget,Revenue
tt0077836,0.0,0.0
tt0077838,0.0,321952.0
tt0077842,0.0,0.0
tt0077844,0.0,0.0
tt0077845,0.0,0.0
tt0077846,0.0,0.0
tt0077847,0.0,0.0
tt0077848,0.0,0.0
tt0077850,0.0,0.0
tt0077851,0.0,0.0
tt0077852,0.0,0.0
tt0077855,0.0,0.0
tt0077856,0.0,0.0
tt0077857,0.0,0.0
tt0077860,0.0,0.0
tt0077863,0.0,0.0
tt0077864,0.0,0.0
tt0077867,0.0,0.0
tt0077868,0.0,0.0
tt0077869,4000000.0,30500000.0
tt0077872,0.0,0.0
tt0077874,0.0,0.0
tt0077877,0.0,0.0
tt0077878,0.0,0.0
tt0077879,0.0,0.0
tt0077880,0.0,0.0
tt0077881,0.0,0.0
tt0077882,0.0,0.0
tt0077883,0.0,0.0
tt0077885,,
tt0077886,0.0,0.0
tt0077887,0.0,0.0
tt0077888,0.0,0.0
tt0077889,7000000.0,0.0
tt0077890,0.0,0.0
tt0077891,0.0,0.0
tt0077892,0.0,0.0
tt0077893,0.0,0.0
tt0077894,0.0,0.0
tt0077895,0.0,0.0
tt0077900,0.0,0.0
tt0077904,0.0,0.0
tt0077906,0.0,0.0
tt0077907,450.0,0.0
tt0077909,0.0,0.0
tt0077912,0.0,0.0
tt0077913,0.0,0.0
tt0077914,0.0,0.0
tt0077915,0.0,0.0
tt0077917,0.0,0.0
tt0077918,0.0,0.0
tt0077919,0.0,0.0
tt0077921,0.0,0.0
tt0077922,0.0,0.0
tt0077924,0.0,0.0
tt0077925,0.0,0.0
tt0077927,0.0,0.0
tt0077928,2300000.0,35000000.0
tt0077929,0.0,0.0
tt0077930,0.0,0.0
tt0077931,0.0,0.0
tt0077932,0.0,0.0
tt0077934,0.0,0.0
tt0077937,0.0,0.0
tt0077940,0.0,0.0
tt0077941,0.0,0.0
tt0077942,0.0,0.0
tt0077943,0.0,0.0
tt0077944,0.0,0.0
tt0077945,0.0,0.0
tt0077946,0.0,0.0
tt0077947,0.0,0.0
tt0077950,0.0,0.0
tt0077951,0.0,0.0
tt0077952,0.0,0.0
tt0077954,0.0,0.0
tt0077958,0.0,0.0
tt0077959,0.0,0.0
tt0077960,0.0,0.0
tt0077962,0.0,0.0
tt0077964,0.0,0.0
tt0077965,0.0,0.0
tt0077967,0.0,0.0
tt0077968,65000.0,0.0
tt0077969,0.0,0.0
tt0077972,,
tt0077973,0.0,0.0
tt0077974,0.0,0.0
tt0077975,2700000.0,141000000.0
tt0077978,0.0,0.0
tt0077979,0.0,0.0
tt0077980,0.0,0.0
tt0077982,,
tt0077983,0.0,0.0
tt0077986,0.0,0.0
tt0077987,0.0,0.0
tt0077988,0.0,0.0
tt0077992,0.0,0.0
tt0077993,0.0,0.0
tt0077994,0.0,0.0
tt0077995,0.0,0.0
tt0077996,,
tt0078000,0.0,0.0
tt0078007,0.0,0.0
tt0078008,0.0,0.0
tt0078010,0.0,495861.0
tt0078011,0.0,0.0
tt0078012,0.0,0.0
tt0078013,0.0,0.0
tt0078014,0.0,0.0
tt0078015,0.0,0.0
tt0078016,0.0,0.0
tt0078018,0.0,0.0
tt0078021,0.0,0.0
tt0078023,0.0,0.0
tt0078024,0.0,0.0
tt0078025,0.0,0.0
tt0078026,0.0,0.0
tt0078027,0.0,0.0
tt0078028,0.0,0.0
tt0078029,0.0,0.0
tt0078030,0.0,0.0
tt0078031,0.0,0.0
tt0078032,0.0,0.0
tt0078034,0.0,16928137.0
tt0078038,0.0,0.0
tt0078039,0.0,0.0
tt0078040,0.0,0.0
tt0078041,0.0,0.0
tt0078044,0.0,0.0
tt0078045,0.0,0.0
tt0078046,0.0,0.0
tt0078047,0.0,0.0
tt0078051,0.0,0.0
tt0078053,0.0,0.0
tt0078054,0.0,0.0
tt0078055,0.0,0.0
