Movie_id,Budget,Revenue
tt0000009,0.0,0.0
tt0000574,0.0,0.0
tt0000591,0.0,0.0
tt0000679,0.0,0.0
,,
tt0001184,0.0,0.0
tt0001285,0.0,0.0
tt0001592,0.0,0.0
tt0001614,0.0,0.0
tt0001790,0.0,0.0
tt0001812,0.0,0.0
tt0001892,0.0,0.0
,,
tt0001964,0.0,0.0
tt0002022,0.0,0.0
tt0002026,0.0,0.0
tt0002101,0.0,0.0
tt0002130,0.0,0.0
tt0002153,0.0,0.0
tt0002186,0.0,0.0
tt0002199,0.0,0.0
tt0002423,0.0,0.0
tt0002445,0.0,0.0
tt0002452,0.0,0.0
tt0002461,30000.0,0.0
tt0002500,0.0,0.0
tt0002514,0.0,0.0
tt0002574,0.0,0.0
tt0002588,0.0,0.0
tt0002605,0.0,0.0
tt0002628,0.0,0.0
tt0002637,0.0,0.0
,,
tt0002646,0.0,0.0
tt0002669,0.0,0.0
tt0002767,0.0,0.0
tt0002822,0.0,0.0
tt0002832,0.0,0.0
,,
tt0002885,0.0,0.0
tt0002898,0.0,0.0
tt0002917,0.0,0.0
tt0002922,0.0,0.0
tt0003006,0.0,0.0
tt0003014,0.0,0.0
tt0003015,0.0,0.0
tt0003022,0.0,0.0
,,
tt0003102,0.0,0.0
tt0003108,0.0,0.0
tt0003131,0.0,0.0
tt0003159,0.0,0.0
,,
tt0003167,0.0,0.0
tt0003241,0.0,0.0
tt0003301,50000.0,0.0
tt0003316,0.0,0.0
tt0003330,0.0,0.0
tt0003362,0.0,0.0
,,
tt0003419,0.0,0.0
tt0003471,5700.0,1800000.0
tt0003489,0.0,0.0
tt0003565,0.0,0.0
tt0003595,0.0,0.0
tt0003596,0.0,0.0
tt0003637,0.0,0.0
tt0003643,0.0,0.0
tt0003657,0.0,0.0
tt0003665,0.0,0.0
,,
tt0003670,0.0,0.0
tt0003675,0.0,0.0
tt0003724,0.0,0.0
tt0003731,0.0,0.0
tt0003740,0.0,0.0
tt0003748,0.0,0.0
,,
tt0003772,0.0,0.0
tt0003816,0.0,0.0
tt0003854,0.0,0.0
tt0003883,0.0,0.0
tt0003884,0.0,0.0
tt0003890,0.0,0.0
tt0003897,0.0,0.0
tt0003930,0.0,0.0
,,
tt0003973,0.0,0.0
tt0004013,0.0,0.0
tt0004022,0.0,0.0
tt0004026,0.0,0.0
tt0004027,0.0,0.0
,,
tt0004052,0.0,0.0
tt0004066,0.0,0.0
tt0004099,23.0,0.0
tt0004121,0.0,0.0
tt0004134,0.0,0.0
tt0004150,0.0,0.0
,,
tt0004179,0.0,0.0
tt0004181,0.0,0.0
tt0004223,0.0,0.0
tt0004249,0.0,0.0
tt0004272,0.0,0.0
,,
tt0004307,0.0,0.0
tt0004313,0.0,0.0
tt0004319,0.0,0.0
tt0004369,0.0,0.0
tt0004384,0.0,0.0
tt0004387,0.0,0.0
tt0004390,0.0,0.0
tt0004391,2221000.0,5773000.0
tt0004457,0.0,0.0
tt0004465,0.0,0.0
tt0004525,0.0,0.0
tt0004545,16988.0,87028.0
tt0004555,0.0,0.0
tt0004558,0.0,0.0
tt0004573,0.0,0.0
tt0004593,0.0,0.0
tt0004630,0.0,4100000.0
tt0004635,0.0,0.0
tt0004681,0.0,0.0
tt0004690,0.0,0.0
tt0004707,0.0,0.0
tt0004712,0.0,0.0
tt0004727,0.0,0.0
tt0004728,0.0,0.0
tt0004743,0.0,0.0
tt0004766,0.0,0.0
tt0004825,0.0,0.0
tt0004832,0.0,0.0
tt0004837,0.0,0.0
tt0004838,0.0,0.0
,,
tt0004872,0.0,0.0
tt0004873,0.0,0.0
tt0004897,0.0,0.0
tt0004905,0.0,0.0
,,
tt0004942,0.0,0.0
tt0004972,100000.0,11000000.0
tt0004974,0.0,0.0
tt0005005,0.0,0.0
,,
tt0005049,0.0,0.0
tt0005059,0.0,0.0
tt0005060,23430.0,0.0
tt0005061,0.0,0.0
tt0005076,0.0,0.0
tt0005078,17311.0,137365.0
,,
tt0005084,0.0,0.0
tt0005087,0.0,0.0
tt0005149,0.0,0.0
,,
tt0005163,0.0,0.0
tt0005172,0.0,0.0
tt0005179,0.0,0.0
tt0005180,0.0,0.0
tt0005190,0.0,0.0
tt0005192,0.0,0.0
tt0005200,0.0,0.0
,,
tt0005214,0.0,0.0
tt0005232,0.0,0.0
tt0005250,0.0,0.0
tt0005302,0.0,0.0
tt0005339,0.0,0.0
tt0005353,0.0,0.0
,,
,,
tt0005381,0.0,0.0
,,
tt0005393,15110.0,102224.0
tt0005402,0.0,0.0
,,
tt0005416,0.0,0.0
tt0005460,0.0,0.0
tt0005522,0.0,0.0
tt0005529,0.0,0.0
tt0005535,0.0,0.0
tt0005553,0.0,0.0
,,
tt0005557,0.0,0.0
,,
tt0005562,0.0,0.0
tt0005566,0.0,0.0
tt0005579,0.0,0.0
tt0005589,0.0,0.0
tt0005592,0.0,0.0
tt0005600,41.0,0.0
tt0005613,0.0,0.0
tt0005615,0.0,0.0
tt0005621,0.0,0.0
,,
tt0005680,0.0,0.0
tt0005682,0.0,0.0
tt0005683,0.0,0.0
tt0005719,0.0,0.0
tt0005733,0.0,0.0
,,
tt0005752,0.0,0.0
tt0005772,0.0,0.0
tt0005785,0.0,0.0
tt0005793,0.0,0.0
,,
tt0005811,0.0,0.0
tt0005823,0.0,0.0
tt0005832,0.0,0.0
tt0005879,0.0,0.0
tt0005884,0.0,0.0
tt0005901,0.0,0.0
,,
tt0005916,0.0,0.0
tt0005928,0.0,0.0
,,
tt0005945,0.0,0.0
tt0005951,0.0,0.0
tt0005955,0.0,0.0
tt0005960,0.0,0.0
tt0005997,0.0,0.0
tt0006008,0.0,0.0
tt0006043,0.0,0.0
tt0006101,0.0,0.0
tt0006102,0.0,0.0
tt0006108,0.0,0.0
tt0006128,0.0,0.0
tt0006140,22472.0,102437.0
tt0006182,0.0,0.0
tt0006201,0.0,0.0
tt0006204,0.0,0.0
tt0006206,0.0,0.0
tt0006217,0.0,0.0
tt0006241,0.0,0.0
tt0006243,0.0,0.0
tt0006276,0.0,0.0
tt0006280,0.0,0.0
tt0006283,0.0,0.0
tt0006291,0.0,0.0
tt0006318,0.0,0.0
tt0006327,0.0,0.0
tt0006333,200000.0,8000000.0
tt0006339,0.0,0.0
,,
tt0006357,0.0,0.0
,,
tt0006359,0.0,0.0
tt0006371,0.0,0.0
tt0006373,0.0,0.0
tt0006375,0.0,0.0
tt0006385,0.0,0.0
tt0006386,0.0,0.0
tt0000009,0.0,0.0
tt0000574,0.0,0.0
tt0000591,0.0,0.0
tt0000679,0.0,0.0
,,
tt0001184,0.0,0.0
tt0001285,0.0,0.0
tt0001592,0.0,0.0
tt0001614,0.0,0.0
tt0001790,0.0,0.0
tt0001812,0.0,0.0
tt0001892,0.0,0.0
,,
tt0001964,0.0,0.0
tt0002022,0.0,0.0
tt0002026,0.0,0.0
tt0002101,0.0,0.0
tt0002130,0.0,0.0
tt0002153,0.0,0.0
tt0002186,0.0,0.0
tt0002199,0.0,0.0
tt0002423,0.0,0.0
tt0002445,0.0,0.0
tt0002452,0.0,0.0
tt0002461,30000.0,0.0
tt0002500,0.0,0.0
tt0002514,0.0,0.0
tt0002574,0.0,0.0
tt0002588,0.0,0.0
tt0002605,0.0,0.0
tt0002628,0.0,0.0
tt0002637,0.0,0.0
tt0002642,0.0,0.0
tt0002646,0.0,0.0
tt0002669,0.0,0.0
tt0002767,0.0,0.0
tt0002822,0.0,0.0
tt0002832,0.0,0.0
,,
tt0002885,0.0,0.0
tt0002898,0.0,0.0
tt0002917,0.0,0.0
tt0002922,0.0,0.0
tt0003006,0.0,0.0
tt0003014,0.0,0.0
tt0003015,0.0,0.0
tt0003022,0.0,0.0
,,
tt0003102,0.0,0.0
tt0003108,0.0,0.0
tt0003131,0.0,0.0
tt0003159,0.0,0.0
,,
tt0003167,0.0,0.0
tt0003241,0.0,0.0
tt0003301,50000.0,0.0
tt0003316,0.0,0.0
tt0003330,0.0,0.0
tt0003362,0.0,0.0
,,
tt0003419,0.0,0.0
tt0003471,5700.0,1800000.0
tt0003489,0.0,0.0
tt0003565,0.0,0.0
tt0003595,0.0,0.0
tt0003596,0.0,0.0
tt0003637,0.0,0.0
tt0003643,0.0,0.0
tt0003657,0.0,0.0
tt0003665,0.0,0.0
,,
tt0003670,0.0,0.0
tt0003675,0.0,0.0
tt0003724,0.0,0.0
tt0003731,0.0,0.0
tt0003740,0.0,0.0
tt0003748,0.0,0.0
,,
tt0003772,0.0,0.0
tt0003816,0.0,0.0
tt0003854,0.0,0.0
tt0003883,0.0,0.0
tt0003884,0.0,0.0
tt0003890,0.0,0.0
tt0003897,0.0,0.0
