Movie_id,Budget,Revenue
tt0918940,180000000.0,356743061.0
tt0920452,0.0,0.0
tt0920454,0.0,0.0
tt0920457,0.0,0.0
tt0920458,6500000.0,10040589.0
tt0920459,2500000.0,0.0
tt0920460,500000.0,0.0
tt0920461,0.0,0.0
tt0920462,0.0,106045.0
tt0920464,4000000.0,4500000.0
tt0920466,0.0,0.0
tt0920467,0.0,0.0
tt0920468,0.0,0.0
tt0920470,0.0,0.0
tt0920473,0.0,0.0
tt0920476,0.0,0.0
tt0920627,,
tt0920660,,
tt0920739,0.0,0.0
tt0920783,,
tt0920884,0.0,0.0
tt0920910,0.0,0.0
tt0921777,0.0,0.0
tt0921811,0.0,0.0
tt0921843,0.0,0.0
tt0922354,0.0,0.0
tt0922366,0.0,0.0
tt0922379,0.0,0.0
tt0922396,0.0,0.0
tt0922403,,
tt0922424,0.0,0.0
tt0922428,,
tt0922455,0.0,0.0
tt0922465,0.0,0.0
tt0922477,,
tt0922499,0.0,0.0
tt0922506,,
tt0922532,0.0,0.0
tt0922547,0.0,0.0
tt0922564,0.0,0.0
tt0922568,0.0,0.0
tt0922570,0.0,0.0
tt0922617,0.0,0.0
tt0922641,0.0,0.0
tt0922642,0.0,0.0
tt0922658,,
tt0922671,0.0,0.0
tt0923592,0.0,0.0
tt0923600,0.0,140106.0
tt0923602,0.0,0.0
tt0923612,0.0,0.0
tt0923653,0.0,0.0
tt0923668,0.0,0.0
tt0923671,0.0,0.0
tt0923688,0.0,0.0
tt0923703,0.0,0.0
tt0923714,0.0,0.0
tt0923719,0.0,0.0
tt0923752,0.0,0.0
tt0923753,0.0,0.0
tt0923759,0.0,0.0
tt0923764,,
tt0923765,0.0,0.0
tt0923779,0.0,0.0
tt0923794,0.0,0.0
tt0923811,0.0,20000000.0
tt0923854,0.0,0.0
tt0923869,2391200.0,0.0
tt0923870,0.0,0.0
tt0923877,0.0,0.0
tt0923884,0.0,0.0
tt0923892,,
tt0923904,0.0,0.0
tt0923919,,
tt0923923,0.0,0.0
tt0923928,0.0,0.0
tt0923954,0.0,0.0
tt0923973,0.0,0.0
tt0923985,0.0,0.0
tt0924001,0.0,0.0
tt0924003,0.0,0.0
tt0924004,0.0,0.0
tt0924129,25000000.0,1037335.0
tt0924134,0.0,0.0
tt0924151,0.0,0.0
tt0924166,0.0,0.0
tt0924196,,
tt0924199,,
tt0924216,0.0,0.0
tt0924224,0.0,0.0
tt0924229,0.0,0.0
tt0924234,0.0,0.0
tt0924248,0.0,0.0
tt0924249,0.0,0.0
tt0924252,0.0,0.0
tt0924254,,
tt0924260,0.0,0.0
tt0924262,0.0,0.0
tt0924263,0.0,0.0
tt0924266,0.0,0.0
tt0924271,0.0,0.0
tt0924274,0.0,0.0
tt0924297,0.0,0.0
tt0924317,0.0,0.0
tt0924318,0.0,0.0
tt0924468,0.0,0.0
tt0924498,0.0,0.0
tt0924518,0.0,0.0
tt0925056,,
tt0925057,,
tt0925058,0.0,0.0
tt0925105,,
tt0925121,,
tt0925131,,
tt0925212,0.0,0.0
tt0925230,0.0,0.0
tt0925235,0.0,0.0
tt0925245,0.0,0.0
tt0925296,0.0,0.0
tt0925306,2500000.0,0.0
tt0926036,0.0,0.0
tt0926037,0.0,0.0
tt0926040,0.0,0.0
tt0926056,0.0,0.0
tt0926063,0.0,0.0
tt0926084,250000000.0,954305868.0
tt0926085,0.0,0.0
tt0926091,0.0,0.0
tt0926110,2000000.0,0.0
tt0926129,20000000.0,14800000.0
tt0926132,0.0,0.0
tt0926151,0.0,291243.0
tt0926170,0.0,0.0
tt0926174,1150000.0,0.0
tt0926184,0.0,0.0
tt0926187,0.0,0.0
tt0926188,0.0,0.0
tt0926194,,
tt0926202,0.0,0.0
tt0926204,0.0,0.0
tt0926208,0.0,0.0
tt0926213,0.0,0.0
tt0926214,0.0,0.0
tt0926219,0.0,0.0
tt0926279,0.0,0.0
tt0926285,0.0,0.0
tt0926302,0.0,0.0
tt0926332,0.0,0.0
tt0926336,0.0,0.0
tt0926341,200000.0,0.0
tt0926347,0.0,0.0
tt0926380,0.0,0.0
tt0926759,5900000.0,13200000.0
tt0926762,4200000.0,9200000.0
tt0926763,0.0,0.0
tt0926764,0.0,0.0
tt0926766,0.0,0.0
tt0927575,0.0,0.0
tt0927595,0.0,0.0
tt0927615,0.0,0.0
tt0927627,0.0,0.0
tt0927629,0.0,0.0
tt0927718,,
tt0928020,0.0,0.0
tt0928077,0.0,0.0
tt0928121,0.0,0.0
tt0928124,0.0,0.0
tt0928125,0.0,0.0
tt0928152,0.0,0.0
tt0928154,2800000.0,0.0
tt0928160,0.0,0.0
tt0928170,0.0,0.0
tt0928177,0.0,0.0
tt0928188,1000000.0,0.0
tt0928191,0.0,0.0
tt0928193,0.0,0.0
tt0928194,0.0,0.0
tt0928361,,
tt0928362,0.0,0.0
tt0928363,0.0,0.0
tt0928364,500000.0,0.0
tt0928375,1600000.0,0.0
tt0928377,0.0,0.0
tt0928406,0.0,0.0
tt0928413,0.0,25526.0
tt0929236,,
tt0929259,0.0,0.0
tt0929261,0.0,0.0
tt0929264,0.0,0.0
tt0929265,0.0,0.0
tt0929273,0.0,0.0
tt0929284,0.0,0.0
tt0929285,0.0,0.0
tt0929287,0.0,0.0
tt0929412,0.0,0.0
tt0929419,0.0,0.0
tt0929425,0.0,34861529.0
tt0929426,0.0,0.0
tt0929441,0.0,0.0
tt0929613,0.0,0.0
tt0929618,3000000.0,0.0
tt0929620,0.0,0.0
tt0929630,0.0,0.0
tt0929632,10000000.0,47536959.0
tt0929730,0.0,0.0
tt0929735,0.0,0.0
tt0929742,0.0,0.0
tt0929752,0.0,0.0
tt0929756,,
tt0929760,,
tt0929764,0.0,0.0
tt0929767,0.0,0.0
tt0929769,0.0,0.0
tt0929773,,
tt0929775,0.0,0.0
tt0929781,,
tt0929784,0.0,0.0
tt0929791,,
tt0929792,0.0,0.0
tt0929796,0.0,0.0
tt0929799,,
tt0929801,,
tt0929806,0.0,0.0
tt0929809,0.0,0.0
tt0929860,8500000.0,0.0
tt0930044,,
tt0930047,0.0,0.0
tt0930049,0.0,0.0
tt0930057,0.0,0.0
tt0930071,0.0,11951.0
tt0930083,2000000.0,0.0
tt0930085,2200000.0,0.0
tt0930094,25000.0,0.0
tt0930098,0.0,0.0
tt0930856,950000.0,0.0
tt0930864,0.0,0.0
tt0930868,0.0,0.0
tt0930902,0.0,0.0
tt0931283,0.0,0.0
tt0931285,0.0,0.0
tt0931353,0.0,0.0
tt0931368,,
tt0932507,0.0,0.0
tt0932519,0.0,0.0
tt0932533,0.0,0.0
tt0932537,,
tt0932547,7.0,8.0
tt0932559,,
tt0932560,0.0,0.0
tt0932562,45000.0,0.0
tt0932661,0.0,0.0
tt0932666,,
tt0932667,,
tt0932669,1000000.0,0.0
tt0932672,400000.0,0.0
tt0932675,0.0,0.0
tt0932802,,
tt0933008,0.0,0.0
tt0933015,0.0,0.0
tt0933016,0.0,0.0
tt0933019,0.0,0.0
tt0933033,0.0,0.0
tt0933036,0.0,0.0
tt0933061,0.0,0.0
tt0933106,,
tt0933215,,
tt0933342,2500000.0,0.0
tt0933352,75000.0,0.0
tt0933361,800000.0,1328612.0
tt0933370,0.0,0.0
tt0933382,0.0,0.0
tt0933389,200000.0,0.0
tt0933730,,
tt0933742,0.0,0.0
tt0933763,0.0,0.0
tt0933874,0.0,0.0
tt0933876,0.0,0.0
tt0934427,0.0,0.0
tt0934437,0.0,0.0
tt0934442,0.0,0.0
tt0934446,0.0,0.0
tt0934459,0.0,0.0
